order,i,indrep,avg,author_last,finit_1,finit_2,finit_abv,co_author,sinit_1,sinit_2,sinit_abv,journal,journal_isi,year_pub,study,study_num,subject,latitude,longitude,habitat,loc,trt_taxa,rsp_taxa,trt_taxa_less,rsp_taxa_less,sp1_taxname,sp1_type,sp2_taxname,sp2_type,data_from,data_type,data_var,type_cond,thirdparty_type,condition,duration_d,sep_con,exp_x,exp_n,exp_se,exp_sd,con_x,con_n,con_se,con_sd,data_coll,exclude
8934,41,ttttttttttttttttttttttttttttttttttttttttt,4323,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,M 1981,1220,1,8.46154,3,3.07692,5.329381771,8.46154,3,2.30766,3.996984367,prudence,0
8935,41,ttttttttttttttttttttttttttttttttttttttttt,4324,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1981,1220,1,8.46154,3,2.30769,3.997036328,16.9231,3,3.8461,6.661640611,prudence,0
8936,41,ttttttttttttttttttttttttttttttttttttttttt,4325,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1981,1220,1,21.5385,3,3.8461,6.661640611,17.6923,3,2.3077,3.997053649,prudence,0
8937,41,ttttttttttttttttttttttttttttttttttttttttt,4326,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1981,1220,1,7.69231,3,2.30769,3.997036328,10,3,1.5385,2.664760167,prudence,0
8938,41,ttttttttttttttttttttttttttttttttttttttttt,4327,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,A 1981,1220,1,17.6923,3,4.6154,7.994107297,13.8462,3,1.5385,2.664760167,prudence,0
8939,41,ttttttttttttttttttttttttttttttttttttttttt,4328,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,S 1981,1220,1,29.2308,3,5.3846,9.326400778,23.8462,3,4.6154,7.994107297,prudence,0
8940,41,ttttttttttttttttttttttttttttttttttttttttt,4329,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,M 1982,1220,1,25.3846,3,3.0769,5.32934713,20.7692,3,6.923,11.99098774,prudence,0
8941,41,ttttttttttttttttttttttttttttttttttttttttt,4330,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1982,1220,1,30,3,4.6154,7.994107297,20.7692,3,1.5384,2.664586962,prudence,0
8942,41,ttttttttttttttttttttttttttttttttttttttttt,4331,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1982,1220,1,29.2308,3,3.8461,6.661640611,26.1538,3,6.1538,10.65869426,prudence,0
8943,41,ttttttttttttttttttttttttttttttttttttttttt,4332,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1982,1220,1,37.6923,3,7.6923,13.32345443,26.9231,3,9.2308,15.98821459,prudence,0
8944,41,ttttttttttttttttttttttttttttttttttttttttt,4333,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,A 1982,1220,1,44.6154,3,6.9231,11.99116095,30.7692,3,6.923,11.99098774,prudence,0
8945,41,ttttttttttttttttttttttttttttttttttttttttt,4334,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,A 1982,1220,1,31.5385,3,6.1539,10.65886746,33.0769,3,4.6154,7.994107297,prudence,0
8946,41,ttttttttttttttttttttttttttttttttttttttttt,4335,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,S 1982,1220,1,30,3,6.1538,10.65869426,30.7692,3,2.3077,3.997053649,prudence,0
8947,41,ttttttttttttttttttttttttttttttttttttttttt,4336,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,M 1983,1220,1,36.9231,3,3.8461,6.661640611,32.3077,3,2.3077,3.997053649,prudence,0
8948,41,ttttttttttttttttttttttttttttttttttttttttt,4337,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,M 1983,1220,1,42.3077,3,5.3846,9.326400778,40,3,6.1538,10.65869426,prudence,0
8949,41,ttttttttttttttttttttttttttttttttttttttttt,4338,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1983,1220,1,63.0769,3,10.7693,18.65297476,29.2308,3,6.1539,10.65886746,prudence,0
8950,41,ttttttttttttttttttttttttttttttttttttttttt,4339,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1983,1220,1,43.0769,3,5.3846,9.326400778,39.2308,3,3.8462,6.661813816,prudence,0
8951,41,ttttttttttttttttttttttttttttttttttttttttt,4340,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1983,1220,1,40.7692,3,3.077,5.329520335,26.9231,3,2.3077,3.997053649,prudence,0
8952,41,ttttttttttttttttttttttttttttttttttttttttt,4341,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,A 1983,1220,1,40.7692,3,4.6154,7.994107297,30,3,7.6923,13.32345443,prudence,0
8953,41,ttttttttttttttttttttttttttttttttttttttttt,4342,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,A 1983,1220,1,40.7692,3,4.6154,7.994107297,25.3846,3,2.3077,3.997053649,prudence,0
8954,41,ttttttttttttttttttttttttttttttttttttttttt,4343,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,S 1983,1220,1,30.7692,3,5.3846,9.326400778,28.4615,3,7.6923,13.32345443,prudence,0
8955,41,ttttttttttttttttttttttttttttttttttttttttt,4344,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,M 1984,1220,1,30.7692,3,2.3077,3.997053649,25.3846,3,0.7692,1.332293481,prudence,0
8956,41,ttttttttttttttttttttttttttttttttttttttttt,4345,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,M 1984,1220,1,40,3,5.3846,9.326400778,30.7692,3,3.0769,5.32934713,prudence,0
8957,41,ttttttttttttttttttttttttttttttttttttttttt,4346,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1984,1220,1,46.9231,3,5.3846,9.326400778,38.4615,3,6.923,11.99098774,prudence,0
8958,41,ttttttttttttttttttttttttttttttttttttttttt,4347,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1984,1220,1,48.4615,3,3.077,5.329520335,38.4615,3,3.0769,5.32934713,prudence,0
8959,41,ttttttttttttttttttttttttttttttttttttttttt,4348,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1984,1220,1,41.5385,3,5.3846,9.326400778,20,3,3.8462,6.661813816,prudence,0
8960,41,ttttttttttttttttttttttttttttttttttttttttt,4349,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,J 1984,1220,1,37.6923,3,6.1539,10.65886746,26.9231,3,1.5385,2.664760167,prudence,0
8961,41,ttttttttttttttttttttttttttttttttttttttttt,4350,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,A 1984,1220,1,53.8462,3,8.4615,14.65574791,35.3846,3,2.3077,3.997053649,prudence,0
8962,41,ttttttttttttttttttttttttttttttttttttttttt,4351,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,A 1984,1220,1,48.4615,3,2.3077,3.997053649,36.1538,3,0.7692,1.332293481,prudence,0
8963,41,ttttttttttttttttttttttttttttttttttttttttt,4352,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,S 1984,1220,1,49.2308,3,3.0769,5.32934713,44.6154,3,1.5385,2.664760167,prudence,0
8964,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4353,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,M 1981,1220,1,3.79224,3,2.06897,3.583561159,5.51638,3,1.37931,2.389034999,prudence,0
8965,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4354,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,M 1981,1220,1,3.78533,3,1.03449,1.79178924,4.81981,3,0.68965,1.194508839,prudence,0
8966,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4355,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1981,1220,1,3.09135,3,1.03448,1.791771919,5.50514,3,1.03448,1.791771919,prudence,0
8967,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4356,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1981,1220,1,7.22409,3,1.03448,1.791771919,9.63789,3,3.10341,5.375263797,prudence,0
8968,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4357,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1981,1220,1,8.24907,3,1.72414,2.986298079,10.318,3,2.7587,4.778208563,prudence,0
8969,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4358,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,A 1981,1220,1,6.84988,3,1.03448,1.791771919,7.88437,3,1.37931,2.389034999,prudence,0
8970,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4359,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,S 1981,1220,1,22.3351,3,4.1379,7.167053037,23.7153,3,4.138,7.167226242,prudence,0
8971,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4360,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,M 1982,1220,1,7.84548,3,0.68965,1.194508839,5.77565,3,2.06897,3.583561159,prudence,0
8972,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4361,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1982,1220,1,6.79112,3,0.68966,1.19452616,7.8256,3,1.03448,1.791771919,prudence,0
8973,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4362,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1982,1220,1,11.26,3,2.4138,4.180824239,8.84625,3,1.37931,2.389034999,prudence,0
8974,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4363,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1982,1220,1,12.6247,3,1.3793,2.389017679,9.87555,3,1.03445,1.791719958,prudence,0
8975,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4364,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,A 1982,1220,1,13.6548,3,2.7586,4.778035358,14.004,3,1.0345,1.79180656,prudence,0
8976,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4365,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,A 1982,1220,1,13.9746,3,2.4138,4.180824239,13.6557,3,2.4138,4.180824239,prudence,0
8977,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4366,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,S 1982,1220,1,12.5866,3,1.3793,2.389017679,12.9401,3,1.0345,1.79180656,prudence,0
8978,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4367,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,M 1983,1220,1,11.8901,3,1.0345,1.79180656,14.6556,3,1.0345,1.79180656,prudence,0
8979,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4368,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,M 1983,1220,1,10.8495,3,0.6897,1.194595442,11.5452,3,2.41375,4.180737637,prudence,0
8980,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4369,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1983,1220,1,11.19,3,1.3794,2.389190884,9.1254,3,1.03448,1.791771919,prudence,0
8981,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4370,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1983,1220,1,8.41673,3,1.37931,2.389034999,9.12108,3,0.68966,1.19452616,prudence,0
8982,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4371,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1983,1220,1,13.5857,3,1.7241,2.986228797,10.8305,3,1.7242,2.986402002,prudence,0
8983,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4372,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,A 1983,1220,1,10.8132,3,1.03444,1.791702637,13.9167,3,2.4138,4.180824239,prudence,0
8984,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4373,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,A 1983,1220,1,8.05116,3,3.10345,5.375333079,13.2236,3,1.3793,2.389017679,prudence,0
8985,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4374,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,S 1983,1220,1,19.7485,3,5.1724,8.958859597,17.3347,3,3.1034,5.375246476,prudence,0
8986,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4375,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,M 1984,1220,1,11.8106,3,1.0345,1.79180656,12.1554,3,1.0345,1.79180656,prudence,0
8987,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4376,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,M 1984,1220,1,14.2157,3,1.7241,2.986228797,15.2511,3,1.7241,2.986228797,prudence,0
8988,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4377,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1984,1220,1,13.5148,3,3.4483,5.9726308,20.0665,3,3.7931,6.569841918,prudence,0
8989,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4378,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1984,1220,1,17.995,3,1.3793,2.389017679,22.1329,3,4.4828,7.76443736,prudence,0
8990,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4379,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1984,1220,1,13.4993,3,2.069,3.583613121,16.9475,3,2.069,3.583613121,prudence,0
8991,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4380,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,J 1984,1220,1,16.9441,3,2.4138,4.180824239,25.2199,3,3.4483,5.9726308,prudence,0
8992,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4381,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,A1984,1220,1,16.9259,3,3.1034,5.375246476,24.8561,3,4.4828,7.76443736,prudence,0
8993,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4382,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,A 1984,1220,1,17.613,3,1.0345,1.79180656,21.0604,3,2.7586,4.778035358,prudence,0
8994,41,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,4383,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus quadramaculatus,salamander,Desmognathus ochrophaeus,salamander,figure 5,abundance,abundance,temporal,na,S 1984,1220,1,16.2147,3,1.7242,2.986402002,16.5595,3,1.3793,2.389017679,prudence,0
8995,41,vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv,4384,Hartley,s,e,se,Amos,l,,l,Journal of Ecology,j_ecol,1999,HaAm99Jo,188,c,999999,999999,t,field,tp,tp,p,p,Calluna vulgaris,evergreen shrub,Nardus stricta,perennial grass,figure 1,biomass,aboveground biomass (g),nutrients,na,control,519,1,2.39264,56,0.1227,0.918202723,3.06748,56,0.1227,0.918202723,prudence,0
8996,41,vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv,4384,Hartley,s,e,se,Amos,l,,l,Journal of Ecology,j_ecol,1999,HaAm99Jo,188,c,999999,999999,t,field,tp,tp,p,p,Calluna vulgaris,evergreen shrub,Nardus stricta,perennial grass,figure 4,biomass,root length (cm),nutrients,na,control,519,1,51.2195,40,3.0488,19.28230426,51.2195,40,3.0488,19.28230426,prudence,0
8997,41,vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv,4385,Hartley,s,e,se,Amos,l,,l,Journal of Ecology,j_ecol,1999,HaAm99Jo,188,c,999999,999999,t,field,tp,tp,p,p,Calluna vulgaris,evergreen shrub,Nardus stricta,perennial grass,figure 1,biomass,aboveground biomass (g),nutrients,na,fertilizer,519,1,5.21472,56,0.1227,0.918202723,3.12883,56,0.1227,0.918202723,prudence,0
